1760825269.546068 server started (89157): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1760825269.546122 on Darwin 25.0.0 Darwin Kernel Version 25.0.0: Wed Sep 17 21:41:26 PDT 2025; root:xnu-12377.1.9~141/RELEASE_ARM64_T6041
1760825269.546132 using libevent 2.1.12-stable select
1760825269.546144 using utf8proc 2.11.0
1760825269.546151 using ncurses 6.5 20240427
1760825269.567030 cmd_parse_build_commands 0:3 0:25: 
1760825269.567033 cmd_parse_build_commands 0:3 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1760825269.567035 cmd_parse_build_commands 0:3 0:27: C-h
1760825269.567037 cmd_parse_build_commands 0:3 0:28 0:0: copy-mode
1760825269.567039 cmd_parse_build_commands 0:3 0:28 0:1: -q
1760825269.567041 cmd_parse_build_commands 0:3 0:28 1:0: send-keys
1760825269.567044 cmd_parse_build_commands 0:3 0:28 1:1: -l
1760825269.567045 cmd_parse_build_commands 0:3 0:28 1:2: --
1760825269.567048 cmd_parse_build_commands 0:3 0:28 1:3: #{q:mouse_hyperlink}
1760825269.567050 cmd_parse_build_commands 0:3 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1760825269.567052 cmd_parse_build_commands 0:3 0:30: h
1760825269.567054 cmd_parse_build_commands 0:3 0:31 0:0: copy-mode
1760825269.567057 cmd_parse_build_commands 0:3 0:31 0:1: -q
1760825269.567059 cmd_parse_build_commands 0:3 0:31 1:0: set-buffer
1760825269.567061 cmd_parse_build_commands 0:3 0:31 1:1: --
1760825269.567063 cmd_parse_build_commands 0:3 0:31 1:2: #{q:mouse_hyperlink}
1760825269.567065 cmd_parse_build_commands 0:3 0:32: 
1760825269.567067 cmd_parse_build_commands 0:3 0:33: Horizontal Split
1760825269.567069 cmd_parse_build_commands 0:3 0:34: h
1760825269.567072 cmd_parse_build_commands 0:3 0:35 0:0: split-window
1760825269.567074 cmd_parse_build_commands 0:3 0:35 0:1: -h
1760825269.567076 cmd_parse_build_commands 0:3 0:36: Vertical Split
1760825269.567078 cmd_parse_build_commands 0:3 0:37: v
1760825269.567080 cmd_parse_build_commands 0:3 0:38 0:0: split-window
1760825269.567082 cmd_parse_build_commands 0:3 0:38 0:1: -v
1760825269.567084 cmd_parse_build_commands 0:3 0:39: 
1760825269.567086 cmd_parse_build_commands 0:3 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1760825269.567089 cmd_parse_build_commands 0:3 0:41: u
1760825269.567091 cmd_parse_build_commands 0:3 0:42 0:0: swap-pane
1760825269.567093 cmd_parse_build_commands 0:3 0:42 0:1: -U
1760825269.567099 cmd_parse_build_commands 0:3 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1760825269.567101 cmd_parse_build_commands 0:3 0:44: d
1760825269.567103 cmd_parse_build_commands 0:3 0:45 0:0: swap-pane
1760825269.567106 cmd_parse_build_commands 0:3 0:45 0:1: -D
1760825269.567108 cmd_parse_build_commands 0:3 0:46: #{?pane_marked_set,,-}Swap Marked
1760825269.567110 cmd_parse_build_commands 0:3 0:47: s
1760825269.567112 cmd_parse_build_commands 0:3 0:48 0:0: swap-pane
1760825269.567114 cmd_parse_build_commands 0:3 0:49: 
1760825269.567116 cmd_parse_build_commands 0:3 0:50: Kill
1760825269.567118 cmd_parse_build_commands 0:3 0:51: X
1760825269.567121 cmd_parse_build_commands 0:3 0:52 0:0: kill-pane
1760825269.567123 cmd_parse_build_commands 0:3 0:53: Respawn
1760825269.567125 cmd_parse_build_commands 0:3 0:54: R
1760825269.567127 cmd_parse_build_commands 0:3 0:55 0:0: respawn-pane
1760825269.567129 cmd_parse_build_commands 0:3 0:55 0:1: -k
1760825269.567131 cmd_parse_build_commands 0:3 0:56: #{?pane_marked,Unmark,Mark}
1760825269.567133 cmd_parse_build_commands 0:3 0:57: m
1760825269.567135 cmd_parse_build_commands 0:3 0:58 0:0: select-pane
1760825269.567137 cmd_parse_build_commands 0:3 0:58 0:1: -m
1760825269.567140 cmd_parse_build_commands 0:3 0:59: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1760825269.567142 cmd_parse_build_commands 0:3 0:60: z
1760825269.567144 cmd_parse_build_commands 0:3 0:61 0:0: resize-pane
1760825269.567146 cmd_parse_build_commands 0:3 0:61 0:1: -Z
1760825269.567149 cmd_parse_build_commands 0:0: display-menu
1760825269.567151 cmd_parse_build_commands 0:1: -t=
1760825269.567153 cmd_parse_build_commands 0:2: -xM
1760825269.567155 cmd_parse_build_commands 0:3: -yM
1760825269.567157 cmd_parse_build_commands 0:4: -T
1760825269.567159 cmd_parse_build_commands 0:5: #[align=centre]#{pane_index} (#{pane_id})
1760825269.567162 cmd_parse_build_commands 0:6: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1760825269.567164 cmd_parse_build_commands 0:7: <
1760825269.567166 cmd_parse_build_commands 0:8 0:0: send
1760825269.567168 cmd_parse_build_commands 0:8 0:1: -X
1760825269.567170 cmd_parse_build_commands 0:8 0:2: history-top
1760825269.567172 cmd_parse_build_commands 0:9: #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}
1760825269.567175 cmd_parse_build_commands 0:10: >
1760825269.567177 cmd_parse_build_commands 0:11 0:0: send
1760825269.567179 cmd_parse_build_commands 0:11 0:1: -X
1760825269.567181 cmd_parse_build_commands 0:11 0:2: history-bottom
1760825269.567183 cmd_parse_build_commands 0:12: 
1760825269.567185 cmd_parse_build_commands 0:13: #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}
1760825269.567187 cmd_parse_build_commands 0:14: C-r
1760825269.567190 cmd_parse_build_commands 0:15 0:0: if
1760825269.567192 cmd_parse_build_commands 0:15 0:1: -F
1760825269.567194 cmd_parse_build_commands 0:15 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1760825269.567196 cmd_parse_build_commands 0:15 0:3: copy-mode -t=
1760825269.567198 cmd_parse_build_commands 0:15 1:0: send
1760825269.567200 cmd_parse_build_commands 0:15 1:1: -Xt=
1760825269.567203 cmd_parse_build_commands 0:15 1:2: search-backward
1760825269.567205 cmd_parse_build_commands 0:15 1:3: #{q:mouse_word}
1760825269.567207 cmd_parse_build_commands 0:16: #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}
1760825269.567209 cmd_parse_build_commands 0:17: C-y
1760825269.567211 cmd_parse_build_commands 0:18 0:0: copy-mode
1760825269.567213 cmd_parse_build_commands 0:18 0:1: -q
1760825269.567215 cmd_parse_build_commands 0:18 1:0: send-keys
1760825269.567217 cmd_parse_build_commands 0:18 1:1: -l
1760825269.567219 cmd_parse_build_commands 0:18 1:2: --
1760825269.567221 cmd_parse_build_commands 0:18 1:3: #{q:mouse_word}
1760825269.567224 cmd_parse_build_commands 0:19: #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}
1760825269.567226 cmd_parse_build_commands 0:20: c
1760825269.567228 cmd_parse_build_commands 0:21 0:0: copy-mode
1760825269.567230 cmd_parse_build_commands 0:21 0:1: -q
1760825269.567234 cmd_parse_build_commands 0:21 1:0: set-buffer
1760825269.567236 cmd_parse_build_commands 0:21 1:1: --
1760825269.567239 cmd_parse_build_commands 0:21 1:2: #{q:mouse_word}
1760825269.567241 cmd_parse_build_commands 0:22: #{?mouse_line,Copy Line,}
1760825269.567243 cmd_parse_build_commands 0:23: l
1760825269.567245 cmd_parse_build_commands 0:24 0:0: copy-mode
1760825269.567247 cmd_parse_build_commands 0:24 0:1: -q
1760825269.567249 cmd_parse_build_commands 0:24 1:0: set-buffer
1760825269.567251 cmd_parse_build_commands 0:24 1:1: --
1760825269.567253 cmd_parse_build_commands 0:24 1:2: #{q:mouse_line}
1760825269.567255 cmd_parse_build_commands 0:25: 
1760825269.567257 cmd_parse_build_commands 0:26: #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}
1760825269.567260 cmd_parse_build_commands 0:27: C-h
1760825269.567262 cmd_parse_build_commands 0:28 0:0: copy-mode
1760825269.567264 cmd_parse_build_commands 0:28 0:1: -q
1760825269.567266 cmd_parse_build_commands 0:28 1:0: send-keys
1760825269.567268 cmd_parse_build_commands 0:28 1:1: -l
1760825269.567270 cmd_parse_build_commands 0:28 1:2: --
1760825269.567272 cmd_parse_build_commands 0:28 1:3: #{q:mouse_hyperlink}
1760825269.567274 cmd_parse_build_commands 0:29: #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}
1760825269.567276 cmd_parse_build_commands 0:30: h
1760825269.567278 cmd_parse_build_commands 0:31 0:0: copy-mode
1760825269.567280 cmd_parse_build_commands 0:31 0:1: -q
1760825269.567283 cmd_parse_build_commands 0:31 1:0: set-buffer
1760825269.567285 cmd_parse_build_commands 0:31 1:1: --
1760825269.567287 cmd_parse_build_commands 0:31 1:2: #{q:mouse_hyperlink}
1760825269.567289 cmd_parse_build_commands 0:32: 
1760825269.567291 cmd_parse_build_commands 0:33: Horizontal Split
1760825269.567293 cmd_parse_build_commands 0:34: h
1760825269.567296 cmd_parse_build_commands 0:35 0:0: split-window
1760825269.567298 cmd_parse_build_commands 0:35 0:1: -h
1760825269.567300 cmd_parse_build_commands 0:36: Vertical Split
1760825269.567302 cmd_parse_build_commands 0:37: v
1760825269.567304 cmd_parse_build_commands 0:38 0:0: split-window
1760825269.567306 cmd_parse_build_commands 0:38 0:1: -v
1760825269.567308 cmd_parse_build_commands 0:39: 
1760825269.567310 cmd_parse_build_commands 0:40: #{?#{>:#{window_panes},1},,-}Swap Up
1760825269.567312 cmd_parse_build_commands 0:41: u
1760825269.567315 cmd_parse_build_commands 0:42 0:0: swap-pane
1760825269.567317 cmd_parse_build_commands 0:42 0:1: -U
1760825269.567319 cmd_parse_build_commands 0:43: #{?#{>:#{window_panes},1},,-}Swap Down
1760825269.567321 cmd_parse_build_commands 0:44: d
1760825269.567323 cmd_parse_build_commands 0:45 0:0: swap-pane
1760825269.567325 cmd_parse_build_commands 0:45 0:1: -D
1760825269.567327 cmd_parse_build_commands 0:46: #{?pane_marked_set,,-}Swap Marked
1760825269.567329 cmd_parse_build_commands 0:47: s
1760825269.567331 cmd_parse_build_commands 0:48 0:0: swap-pane
1760825269.567333 cmd_parse_build_commands 0:49: 
1760825269.567335 cmd_parse_build_commands 0:50: Kill
1760825269.567337 cmd_parse_build_commands 0:51: X
1760825269.567340 cmd_parse_build_commands 0:52 0:0: kill-pane
1760825269.567342 cmd_parse_build_commands 0:53: Respawn
1760825269.567344 cmd_parse_build_commands 0:54: R
1760825269.567346 cmd_parse_build_commands 0:55 0:0: respawn-pane
1760825269.567348 cmd_parse_build_commands 0:55 0:1: -k
1760825269.567350 cmd_parse_build_commands 0:56: #{?pane_marked,Unmark,Mark}
1760825269.567352 cmd_parse_build_commands 0:57: m
1760825269.567354 cmd_parse_build_commands 0:58 0:0: select-pane
1760825269.567357 cmd_parse_build_commands 0:58 0:1: -m
1760825269.567359 cmd_parse_build_commands 0:59: #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}
1760825269.567361 cmd_parse_build_commands 0:60: z
1760825269.567363 cmd_parse_build_commands 0:61 0:0: resize-pane
1760825269.567365 cmd_parse_build_commands 0:61 0:1: -Z
1760825269.567368 cmd_parse_build_commands 0:0: send
1760825269.567370 cmd_parse_build_commands 0:1: -X
1760825269.567375 cmd_parse_build_commands 0:2: history-top
1760825269.567378 args_parse_flags: next -X
1760825269.567380 args_parse_flags: -X
1760825269.567382 args_parse_flags: next history-top
1760825269.567384 args_parse: flags end at 2 of 3
1760825269.567386 args_parse: 2 = history-top (type STRING)
1760825269.567390 cmd_parse_build_commands: send-keys -X history-top
1760825269.567392 cmd_parse_build_commands 0:0: send
1760825269.567394 cmd_parse_build_commands 0:1: -X
1760825269.567396 cmd_parse_build_commands 0:2: history-bottom
1760825269.567399 args_parse_flags: next -X
1760825269.567401 args_parse_flags: -X
1760825269.567403 args_parse_flags: next history-bottom
1760825269.567405 args_parse: flags end at 2 of 3
1760825269.567407 args_parse: 2 = history-bottom (type STRING)
1760825269.567410 cmd_parse_build_commands: send-keys -X history-bottom
1760825269.567413 cmd_parse_build_commands 0:0: if
1760825269.567415 cmd_parse_build_commands 0:1: -F
1760825269.567417 cmd_parse_build_commands 0:2: #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1760825269.567419 cmd_parse_build_commands 0:3: copy-mode -t=
1760825269.567421 cmd_parse_build_commands 1:0: send
1760825269.567423 cmd_parse_build_commands 1:1: -Xt=
1760825269.567425 cmd_parse_build_commands 1:2: search-backward
1760825269.567428 cmd_parse_build_commands 1:3: #{q:mouse_word}
1760825269.567430 args_parse_flags: next -F
1760825269.567432 args_parse_flags: -F
1760825269.567434 args_parse_flags: next #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}
1760825269.567437 args_parse: flags end at 2 of 4
1760825269.567439 args_parse: 2 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1} (type STRING)
1760825269.567441 args_parse: 3 = copy-mode -t= (type STRING)
1760825269.567444 args_parse_flags: next -Xt=
1760825269.567446 args_parse_flags: -X
1760825269.567448 args_parse_flag_argument: -t = =
1760825269.567450 args_parse_flags: next search-backward
1760825269.567452 args_parse: flags end at 2 of 4
1760825269.567454 args_parse: 2 = search-backward (type STRING)
1760825269.567457 args_parse: 3 = #{q:mouse_word} (type STRING)
1760825269.567464 cmd_parse_build_commands: if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}"
1760825269.567466 cmd_parse_build_commands 0:0: copy-mode
1760825269.567468 cmd_parse_build_commands 0:1: -q
1760825269.567470 cmd_parse_build_commands 1:0: send-keys
1760825269.567472 cmd_parse_build_commands 1:1: -l
1760825269.567474 cmd_parse_build_commands 1:2: --
1760825269.567477 cmd_parse_build_commands 1:3: #{q:mouse_word}
1760825269.567479 args_parse_flags: next -q
1760825269.567481 args_parse_flags: -q
1760825269.567483 args_parse: flags end at 2 of 2
1760825269.567486 args_parse_flags: next -l
1760825269.567488 args_parse_flags: -l
1760825269.567490 args_parse_flags: next --
1760825269.567492 args_parse: flags end at 3 of 4
1760825269.567494 args_parse: 3 = #{q:mouse_word} (type STRING)
1760825269.567498 cmd_parse_build_commands: copy-mode -q ; send-keys -l "#{q:mouse_word}"
1760825269.567500 cmd_parse_build_commands 0:0: copy-mode
1760825269.567502 cmd_parse_build_commands 0:1: -q
1760825269.567504 cmd_parse_build_commands 1:0: set-buffer
1760825269.567506 cmd_parse_build_commands 1:1: --
1760825269.567508 cmd_parse_build_commands 1:2: #{q:mouse_word}
1760825269.567510 args_parse_flags: next -q
1760825269.567512 args_parse_flags: -q
1760825269.567514 args_parse: flags end at 2 of 2
1760825269.567517 args_parse_flags: next --
1760825269.567520 args_parse: flags end at 2 of 3
1760825269.567522 args_parse: 2 = #{q:mouse_word} (type STRING)
1760825269.567525 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_word}"
1760825269.567528 cmd_parse_build_commands 0:0: copy-mode
1760825269.567530 cmd_parse_build_commands 0:1: -q
1760825269.567532 cmd_parse_build_commands 1:0: set-buffer
1760825269.567534 cmd_parse_build_commands 1:1: --
1760825269.567536 cmd_parse_build_commands 1:2: #{q:mouse_line}
1760825269.567538 args_parse_flags: next -q
1760825269.567540 args_parse_flags: -q
1760825269.567544 args_parse: flags end at 2 of 2
1760825269.567547 args_parse_flags: next --
1760825269.567549 args_parse: flags end at 2 of 3
1760825269.567551 args_parse: 2 = #{q:mouse_line} (type STRING)
1760825269.567555 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_line}"
1760825269.567558 cmd_parse_build_commands 0:0: copy-mode
1760825269.567560 cmd_parse_build_commands 0:1: -q
1760825269.567562 cmd_parse_build_commands 1:0: send-keys
1760825269.567564 cmd_parse_build_commands 1:1: -l
1760825269.567566 cmd_parse_build_commands 1:2: --
1760825269.567568 cmd_parse_build_commands 1:3: #{q:mouse_hyperlink}
1760825269.567570 args_parse_flags: next -q
1760825269.567572 args_parse_flags: -q
1760825269.567574 args_parse: flags end at 2 of 2
1760825269.567577 args_parse_flags: next -l
1760825269.567579 args_parse_flags: -l
1760825269.567581 args_parse_flags: next --
1760825269.567583 args_parse: flags end at 3 of 4
1760825269.567585 args_parse: 3 = #{q:mouse_hyperlink} (type STRING)
1760825269.567589 cmd_parse_build_commands: copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}"
1760825269.567592 cmd_parse_build_commands 0:0: copy-mode
1760825269.567594 cmd_parse_build_commands 0:1: -q
1760825269.567596 cmd_parse_build_commands 1:0: set-buffer
1760825269.567598 cmd_parse_build_commands 1:1: --
1760825269.567600 cmd_parse_build_commands 1:2: #{q:mouse_hyperlink}
1760825269.567602 args_parse_flags: next -q
1760825269.567604 args_parse_flags: -q
1760825269.567606 args_parse: flags end at 2 of 2
1760825269.567609 args_parse_flags: next --
1760825269.567611 args_parse: flags end at 2 of 3
1760825269.567613 args_parse: 2 = #{q:mouse_hyperlink} (type STRING)
1760825269.567617 cmd_parse_build_commands: copy-mode -q ; set-buffer "#{q:mouse_hyperlink}"
1760825269.567620 cmd_parse_build_commands 0:0: split-window
1760825269.567622 cmd_parse_build_commands 0:1: -h
1760825269.567624 args_parse_flags: next -h
1760825269.567626 args_parse_flags: -h
1760825269.567629 args_parse: flags end at 2 of 2
1760825269.567631 cmd_parse_build_commands: split-window -h
1760825269.567634 cmd_parse_build_commands 0:0: split-window
1760825269.567636 cmd_parse_build_commands 0:1: -v
1760825269.567639 args_parse_flags: next -v
1760825269.567641 args_parse_flags: -v
1760825269.567642 args_parse: flags end at 2 of 2
1760825269.567645 cmd_parse_build_commands: split-window -v
1760825269.567648 cmd_parse_build_commands 0:0: swap-pane
1760825269.567650 cmd_parse_build_commands 0:1: -U
1760825269.567653 args_parse_flags: next -U
1760825269.567655 args_parse_flags: -U
1760825269.567657 args_parse: flags end at 2 of 2
1760825269.567659 cmd_parse_build_commands: swap-pane -U
1760825269.567662 cmd_parse_build_commands 0:0: swap-pane
1760825269.567664 cmd_parse_build_commands 0:1: -D
1760825269.567667 args_parse_flags: next -D
1760825269.567669 args_parse_flags: -D
1760825269.567671 args_parse: flags end at 2 of 2
1760825269.567674 cmd_parse_build_commands: swap-pane -D
1760825269.567676 cmd_parse_build_commands 0:0: swap-pane
1760825269.567679 args_parse: flags end at 1 of 1
1760825269.567681 cmd_parse_build_commands: swap-pane
1760825269.567684 cmd_parse_build_commands 0:0: kill-pane
1760825269.567687 args_parse: flags end at 1 of 1
1760825269.567689 cmd_parse_build_commands: kill-pane
1760825269.567692 cmd_parse_build_commands 0:0: respawn-pane
1760825269.567694 cmd_parse_build_commands 0:1: -k
1760825269.567697 args_parse_flags: next -k
1760825269.567699 args_parse_flags: -k
1760825269.567700 args_parse: flags end at 2 of 2
1760825269.567703 cmd_parse_build_commands: respawn-pane -k
1760825269.567706 cmd_parse_build_commands 0:0: select-pane
1760825269.567708 cmd_parse_build_commands 0:1: -m
1760825269.567710 args_parse_flags: next -m
1760825269.567712 args_parse_flags: -m
1760825269.567714 args_parse: flags end at 2 of 2
1760825269.567717 cmd_parse_build_commands: select-pane -m
1760825269.567719 cmd_parse_build_commands 0:0: resize-pane
1760825269.567721 cmd_parse_build_commands 0:1: -Z
1760825269.567724 args_parse_flags: next -Z
1760825269.567730 args_parse_flags: -Z
1760825269.567732 args_parse: flags end at 2 of 2
1760825269.567734 cmd_parse_build_commands: resize-pane -Z
1760825269.567737 args_parse_flags: next -t=
1760825269.567739 args_parse_flag_argument: -t = =
1760825269.567741 args_parse_flags: next -xM
1760825269.567743 args_parse_flag_argument: -x = M
1760825269.567745 args_parse_flags: next -yM
1760825269.567747 args_parse_flag_argument: -y = M
1760825269.567749 args_parse_flags: next -T
1760825269.567751 args_parse_flag_argument: -T = #[align=centre]#{pane_index} (#{pane_id})
1760825269.567754 args_parse_flags: next #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1760825269.567756 args_parse: flags end at 6 of 62
1760825269.567758 args_parse: 6 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,} (type STRING)
1760825269.567760 args_parse: 7 = < (type STRING)
